id,resumen,facultad
TR-02851,"El objetivo que se persigue, es desglosar con mucho detalles lo que un proyecto de mantenimiento de gran envergadura en telecomunicaciones debe ser, para esto se hace una planeación muy detallada de todas las áreas del conocimiento que maneja un proyecto, como son el tiempo, los costos, la calidad",derecho
TR-02852,"La historia es la llave para entender el mundo en el que se vive, y esta, en conjunto con las investigaciones científicas, ha hecho que las corrientes sociales, tecnológicas, políticas y económicas estén inmersas en una serie de cambios ajustados a nuevas tendencias y formas de ejecución, en este caso, la empresa en todo su eje se adapta a nuevas estructuras organizacionales, en los que plantea innovadoras formas de interacción, de manera que esta así como reacciona frente a un cantidad de condiciones y servicios, también puede alterar y aportar al desarrollo de la sociedad. Con lo anterior el siglo XXI ha demostrado que la globalización es un periodo histórico que se ha caracterizado por estar innovando, avanzado y transformando los espacios, disminuyendo las diferencias sociales, políticas, económicas, tecnológicas y digitales, en una sociedad que se encuentra inmersa en una serie de cambios.",administracion_empresas
TR-02853,"El siglo pasado, trajo un gran aumento y desarrollo de las actividades comerciales y financiera, acompañadas, lógicamente, de un aumento de la actividad tributaria que sustentaban el desarrollo de las anteriores.",derecho
TR-02854,"El envejecimiento es un fenómeno global que tiene lugar en los contextos físicos y sociales de una persona. A medida que se envejece, las relaciones interpersonales disminuyen, haciendo de la población adulta mayor vulnerable a la soledad y el aislamiento social. Factores de riesgo que pueden desencadenar en mala salud y mortalidad prematura en la vejez. Las relaciones intergeneracionales y de mentoría, son dos iniciativas que juntas ofrecen respuesta a algunas de las necesidades de una comunidad que debe envejecer activamente. La plataforma propuesta en este trabajo de grado busca ofrecer la posibilidad de encuentros intergeneracionales y de mentorías, promover la cultura y la capacitación del adulto mayor, a través de una página web creada a partir de las necesidades reales de los usuarios y diseñada por un equipo de trabajo interdisciplinar.",medicina
TR-02855,"En materia de justicia penal militar, la legislación colombiana puede caracterizarse por una marcada inestabilidad, en la que permanentemente se están generando cambios normativos; por la inexistencia de una teoría propia del derecho penal o procesal penal militar, pues siempre la hacen depender —particularmente en los últimos estatutos— del derecho penal ordinario, y por estar en espacios con una importante tensión, como lo demuestran los debates sobre la posibilidad de que autoridades militares juzguen a civiles y los debates sobre el fuero penal militar. Este libro contiene la Ley 522 de 1999 (agosto 12), por medio de la cual se expide el Código Penal Militar.",derecho
TR-02856,"El regreso del discurso socialista en Latinoamérica, se ha visto acompañado de la reaparición de los conceptos religiosos que estimularon los proyectos revolucionarios durante el período de la Guerra Fría. Este artículo busca explicar la relación que existe entre los discursos de Hugo Chávez en el contexto de la ""Revolución Bolivariana"" y el ""Socialismo del Siglo XXI"", con los conceptos de la Teología de la Liberación que se habían desvanecido en la política y en la Iglesia.",gobierno
TR-02857,"Se presenta el plan de negocio de una peluqueria - spa rodante que tiene como propósito brindar los mejores servicios de belleza y cuidado a domicilio en la comodidad de un vehículo totalmente adaptado para poder atender a sus clientas de la mejor manera. No tendrán que estresarse con trancones para llegar a nosotros, sino que por el contrario llegaremos a ellas para brindarles un excelente servicio personalizado. Además de contar con horarios extendidos para poder cumplir con los tiempos de las clientas. Estarán acompañadas por dos expertas en estos servicios que con su carisma harán que sea un servicio completamente acogedor, en adición a esto se les ofrecerán los más altos estándares de calidad, muy buenos precios, comodidad y exclusividad.",administracion_empresas
TR-02858,"El propósito de este estudio de caso es determinar los alcances y límites de la Responsabilidad de Proteger, tomando como ejemplo la actuación del Consejo de Seguridad de Naciones Unidas ante el conflicto en Libia y Siria. Para esto es necesario analizar fuentes primarias documentos oficiales y secundarias como artículos académicos, para así comprobar que la evolución del concepto de soberanía ha permitido que se legitimen las intervenciones con fines humanitarios, ya que todos los Estados tienen la responsabilidad de garantizar la protección de los derechos humanos de sus ciudadanos, de lo contrario, la comunidad internacional debe tomar medidas para evitar o detener los crímenes masivos.",gobierno
TR-02859,"Introducción: La salud digital ha surgido como un recurso fundamental en la prestación de servicios en salud gracias a su amplia cobertura, facilidad y aceptación, especialmente para enfermedades crónicas. Nuestro objetivo es establecer la efectividad del telemonitoreo estructurado en el manejo de la presión arterial en pacientes con hipertensión arterial esencial no controlada. Métodos: Se llevó a cabo un estudio observacional analítico retrospectivo de cohortes de pacientes hipertensos no controlados ≥ 18 años, con seguimientos a los 150 y 240 días. Los pacientes en la cohorte de telemonitoreo utilizaron tensiómetros digitales validados, fueron monitoreados de forma remota y recibieron retroalimentación semanal durante 30 días por parte de un equipo multidisciplinario. Por otro lado, la cohorte sin telemonitoreo recibió la atención habitual que consiste en consultas médicas presenciales como parte del programa de riesgo cardiovascular en nuestra institución. Resultados: Se incluyeron 350 pacientes, con una mediana de edad de 55 y 66 años en las cohortes con y sin telemonitoreo respectivamente. Durante los 240 días de seguimientos el grupo de telemonitoreo logró una mayor reducción en la presión arterial sistólica (-20,99 mm Hg; IC 95% 14,99- 27,50; p=0.000) y diastólica (- 14,99 mm Hg; IC 95% 10,00- 18,99; p=0.000) al compararlo con la atención habitual, que obtuvo una reducción en la presión arterial sistólica de 19.99 mm Hg, (IC 95% 16,49- 22,50; p=0.000) y diastólica de 6,50 mm Hg, (IC 95% 4,50- 9,00; p=0.000). Conclusión: El telemonitoreo es una estrategia efectiva para pacientes con hipertensión arterial no controlada, llevando a reducciones más tempranas y significativas en las cifras de presión arterial.",medicina
TR-02860,"A través de este trabajo pretendo hacer una aproximación a uno de los deberes ciudadanos más importantes para el Estado y para los demás miembros del grupo social, pues con él se garantiza la supervivencia económica de la organización política: el deber de contribuir con los gastos e inversiones públicos. Este deber de rango constitucional, tiene diversos matices que se analizan a lo largo de la investigación, algunos de ellos derivados del propio texto constitucional (numeral 9 del artículo 95) y otros que surgen de una lectura sistemática del primero, con otras normas y principios jurídicos. Por ello, la parte inicial del trabajo analiza dos elementos esenciales dentro del contexto en el que se desarrolla este deber constitucional: las nociones de democracia y ciudadanía, ambas vistas a la luz de la Constitución Política de 1991, lo que nos permitirá conocer cual es el tipo de persona que exige la convivencia en las sociedades modernas; este ciudadano del mundo contemporáneo, al cual nos aproximaremos, tiene en su mano unos mecanismos de participación y de control a los cuales será necesario referirnos para comprender la noción de “derecho - deber” que se estudiará en un capítulo posterior.",derecho
TR-02861,"Introducción: La bronquiolitis se ha convertido en una patología de alta relevancia clínica y de salud pública, de la cual se han realizado múltiples estudios en cuanto a tratamiento y diagnóstico; Identificar el perfil de los pacientes que presentan esta patología en nuestra población justifica el profundizar en su conocimiento y contexto a nivel local. Metodología: Se realizó un estudio observacional descriptivo de serie de casos. Muestreo consecutivo o secuencial de pacientes con bronquiolitis que cumplieron los criterios de selección, durante el 2011. La información se analizó en SPSS. Se realizó un análisis descriptivo y análisis para determinar la posible asociación entre las variables. Resultados: El total de pacientes en el estudio fue 92. Se encontraron una serie de características comunes, discriminadas en dos grupos, características sociodemográficas de los pacientes y sus padres y características o manifestaciones clínicas de los pacientes, al ingreso, durante y al egreso de su hospitalización. Discusión: Las características sociodemográficas que identifican a los pacientes que presentan bronquiolitis pueden ser determinantes, como pertenecer a población vulnerable, como los pacientes recién nacidos, o lactantes menores; pertenecer a una comunidad en la cual haya presencia de niños en edad escolar. Conclusiones: Los pacientes con riesgo de presentar bronquiolitis, para este estudio, son lactantes menores y recién nacidos; hijos de padres profesionales, y bachilleres, y provenientes de la ciudad de Bogotá. A nivel socio demográfico se encontró que convivir con personas fumadoras y niños en edad escolar no mostró una diferencia en la distribución porcentual de estas variables.",medicina
TR-02862,"Esta investigación busca analizar las distintas formas a través de las cuales las personas gais y lesbianas de Quibdó lograron una visibilización en la esfera pública de su ciudad. Este proceso será visto en diferentes escenarios. Primero, en la participación en espacios culturales como San Pacho, shows y reinados de belleza. Segundo, en el activismo realizado por la Fundación Ébano Diverso, que ha logrado abrir espacios de diálogo con instancias como la Alcaldía de Quibdó y la Gobernación del Chocó. Finalmente, se verá cómo la creación de tejidos familiares y afectivos está relacionada con su activismo y las formas distintas de visibilizarse.",gobierno
TR-02863,"El objetivo de este documento es dar luces acerca del proceso que se inició en Ecuador desde enero de 2006 y que se inscribe en el denominado socialismo del siglo XXI. En ese sentido, el texto estará dividido en cuatro partes. En la primera, se estudiará el perfil de Rafael Correa, lo que implica un estudio de su formación profesional, su carrera política y su plataforma ideológica: Alianza PAÍS. En segundo lugar se analizará la propuesta para la convocatoria de una asamblea constituyente. Al respecto se hará un paralelo entre el momento actual y el ambiente previo a la redacción de la Constitución de 1998; asimismo, se estudiarán los choques entre las diferentes ramas del poder público en torno a la convocatoria para dicha asamblea y se identificarán, de forma sintética, los puntos de la propuesta del gobierno para la elaboración de la nueva Carta Magna. En tercer lugar, se abordarán los asuntos económicos con base en tres puntos: la renegociación de la deuda externa y la propuesta del Banco del Sur, la gestión de los recursos naturales y el papel del Estado en la economía. Finalmente, se examinarán aspectos generales de la política exterior ecuatoriana, especialmente en lo referente a las relaciones con Colombia.",gobierno
TR-02864,"Este trabajo presenta un plan de marketing para Nemix, una empresa de ropa y accesorios para motociclistas, elaborado en el marco de la especialización en Gerencia de Marketing para Entornos Digitales. Se estructuró en tres etapas: diagnóstico, planeación y proyección. La etapa de diagnóstico incluyó un análisis del entorno competitivo y del comportamiento del consumidor. En la planeación, se definieron objetivos y estrategias para mejorar la presencia digital de Nemix y aumentar la interacción con los clientes. Finalmente, se establecieron indicadores de rendimiento para medir los resultados y adaptar las estrategias según las dinámicas del mercado. Con estas estrategias, se busca posicionar a Nemix como un referente en el mercado digital.",administracion_empresas
TR-02865,"En el presente trabajo se pretende mostrar el desarrollo de un proyecto de emprendimiento social, el cual surgió de una conversación y las ganas de apoyar e impulsar la venta y consumo de productos 100% elaborados y/o cultivados por manos campesinas o de regiones cuyo nivel de vida se está viendo afectado por diversos factores como lo son los mercados monopolizados y los intermediarios. Para ello se realizaron diferentes estudios de mercado con el fin de analizar la viabilidad del proyecto, mercado y nicho potencial, estrategias de marketing, y finalmente realizar un plan financiero sostenible.",administracion_empresas
TR-02866,"Un sistema de defensa que funcionaría como escudo antimisiles, destruyendo todo misil que entraba a espacio aéreo norteamericano, en caso de algún ataque del imperio del mal de ese entonces, la Unión Soviética",gobierno
TR-02867,"El objetivo de este documento es presentar un panorama de la experiencia del Programa de Erradicación de Cultivos Ilícitos Mediante Aspersión Aérea de Glifosato (PECIG) y del debate que este ha suscitado al interior de la sociedad colombiana en los últimos tiempos. Para lograr el objetivo, el documento parte por contextualizar la política de erradicación mostrando la evolución de las fumigaciones desde sus inicios. Seguidamente se expone el marco legal sobre el cual se ha sustentado el programa de erradicación con Glifosato. La tercera parte del documento, la constituye los argumentos centrales de los actores que se encuentran a favor y en contra de la implementación del programa de erradicación. Por último, se expone la acción popular que pretende la suspensión del programa en la totalidad del territorio nacional. Este proceso jurídico se elige dada la importancia y magnitud de las pretensiones de la parte demandante y el complejo trámite que ha tenido que cursar en los estrados judiciales del país.",economia
TR-02868,"El grupo Bimbo es líder en el sector de la panificación, generando año tras año un importante volumen de ventas. Sin embargo, su entorno presenta un alto nivel de competitividad donde se encuentran empresas de igual magnitud y pequeños participantes. Este alto grado de competencia ha llevado a Bimbo a dirigir su estrategia al foco del consumidor, aprovechando tendencias como los diferentes hábitos de consumo en constante cambio, nuevos segmentos de mercado y el aumento del ingreso disponible. De manera que sustenta su ventaja competitiva en dos pilares fundamentales: la mercadotecnia y la distribución. Enfocándose en la mercadotecnia referente al conjunto de estrategias y acciones para lograr el éxito de intercambio de bienes y servicios en el mercado. Se realizará una contrastación entre el mercadeo interno (dirigido a los trabajadores) y externo (dirigido a los clientes finales) aplicado a la construcción de identidad de marca para su posicionamiento en la mente del consumidor y de los colaboradores. Sustentando la misma “personalidad” de la empresa en ambos tipos de mercadeo contribuyendo a la perdurabilidad de la compañía en el mercado. Se evidencian estrategias de bienestar y salud para el consumidor final y su variación pertinente para sus colaboradores (Plus 40), su figura y slogan. A través de una fuerte relación de la empresa y sus stakeholders, adapta diferentes iniciativas a cada uno de sus interesados. De tal forma que en la empresa, la estrategia de mercadeo inicia desde el interior de la empresa y repercute coherentemente en el cliente final.",administracion_empresas
TR-02869,Introducción: la autoeficacia es una competencia personal para los estudiantes de enfermería pues esta es la que permite el afrontamiento de las situaciones estresantes propias de su proceso de formación. Así el objetivo de este estudio fue describir la percepción de autoeficacia de los estudiantes de enfermería previo inicio de prácticas clínicas desde su experiencia. Materiales y métodos: investigación cualitativa de tipo fenomenológico. Recolección de datos por medio de grupos focales entrevistas observación no participante y notas de campo. Resultados: los estudiantes perciben que su autoeficacia está influenciada por la autonomía que ellos tienen para comunicar sus pensamientos con otras personas para hacer y elegir por sus conexiones sociales con familia pares y docentes y por su autopercepción de competencias académicas clínicas y su autoestima. Conclusión: espacios académicos que fomentan la retroalimentación positiva la conexión social la autoestima y la percepción de competencia requieren ser introducidos en los currículos de enfermería previo inicio de las prácticas clínicas pues esto fortalece la autoeficacia académica.,medicina
TR-02870,"Este estudio de caso se enfoca en identificar cuales fueron los factores que motivaron la participación de los partidos kurdos PDK y UPK en la invasión a Irak 2003 – 2009. Con base en los supuestos teóricos de autores realistas K.Waltz, M. Ayoob y liberales y R. Keohane y J. Nye, se estudian las dinámicas y las interacciones que permitieron establecer un acercamiento con los Estados Unidos con un énfasis específico en los intereses políticos de los partidos kurdos. El kurdistán iraquí llega a ser el área clave para el acercamiento de la potencia a la zona y los intereses políticos permitieron establecer un escenario de cooperación e interdependencia, incrementando tanto la participación como la autonomía de los kurdos en las dinámicas del país y de la región.",gobierno
TR-02871,Este trabajo de grado es un intraemprendimiento elaborado en una empresa colombiana llamada Grupo En Red. La compañía está ubicada en la ciudad de Ibagué y el objetivo final del proyecto fue desarrollar una nueva línea de productos que brindara ingresos adicionales a la organización.,administracion_empresas
TR-02872,"El departamento de Tráfico de Boston Scientific Kerkrade supervisa toda la documentación de los envíos nacionales e internacionales. Actualmente, el departamento cuenta con una cantidad considerable de documentos en papel que pueden generar múltiples errores o problemas en el proceso de envío. De acuerdo con la investigación teórica realizada, la digitalización de los procesos en papel mejoraría la eficiencia del proceso, aumentaría la precisión y accesibilidad de los datos, impulsaría el proceso de despacho de aduanas y evitaría perder el rastro de la información, entre otras ventajas del comercio sin papel. Se investigó este concepto junto con sus beneficios y desventajas para luego analizar la situación actual con el fin de crear una solución para evitar el uso de papel en un proceso en el departamento de Expedición para finales de 2022. Una vez investigado con el equipo de tránsito cuál era la situación actual, fue sugerido por parte del coordinador de tránsito la implementación del sistema Pick to Light. Una alternativa a la implementación de un comercio sin papel en el despacho, la alternativa fue estudiada y descartada debido a que la zona de recolección en Expedición no es adecuada para las características requeridas para la implementación del sistema con base en la investigación bibliográfica. Con el objetivo de implementar el comercio sin papel en el departamento de Tráfico se revisaron todos los procedimientos relacionados con los documentos en papel y se encontró un claro espacio de mejora en los dos principales procesos productores de papel, que son el envío de la lista SAP para expedición y el número de documentos de exportación producidos para los envíos internacionales. En la investigación de campo, se contactó a los interesados indagando sobre la situación actual y las posibilidades de digitalización de documentos de exportación, también se investigó los requisitos y restricciones actuales para la digitalización de la lista SAP en el departamento de Expedición. Una vez investigadas las posibilidades, se propusieron dos escenarios diferentes y con respecto a cada solución utilizando criterios específicos en una matriz de decisión se concluyó que la solución más adecuada para BSC era la digitalización de documentos de exportación que presentaba un costo estimado de € 1.111,25 y brinda la oportunidad de ahorrar alrededor de 31.227 hojas de papel para los próximos 5 años junto con todos los beneficios de la implementación del comercio sin papel.",administracion_empresas
TR-02873,"El conflicto armado ha generado diversas respuestas que en la mayoría de los casos son violentas pero paradójicamente en otros genera respuestas de tipo pacífico y de acciones colectivas como alternativas distintas a la violencia en medio del conflicto, en donde podemos identificar marchas, resistencias pacíficas, asociaciones, programas con alternativas de construcción de paz, inclusión de grupos excluídos, etc. Desde este último punto, se configura un escenario propicio para la participación e inclusión de actores y actoras sociales que comúnmente han sido marginadas o son víctimas, y con los cuales se promueve un escenario donde se fortalecen capacidades locales, se apoyan proyectos productivos, se configuran apuestas sociales, entre otras cosas. En ésta línea, es necesario blindar y apoyar este tipo de respuestas civiles no-violentas desde agencias nacionales, departamentales municipales e internacionales a través de la cooperación internacional que acompaña estos procesos para el diálogo y la concertación. Se promueven propuestas que vienen desde diferentes puntos cardinales direccionados hacia la construcción de paz, el desarrollo humano y la equidad de género en donde el gobierno y otras instituciones internacionales son garantes de las acciones encaminadas hacia estos propósitos.",gobierno
TR-02874,"La psiquiatría como área del conocimiento, debe expandirse a nuevos campos, es por esto que el trabajo y todas sus implicaciones adquieren una importancia fundamental en el entendimiento del proceso de salud-enfermedad. Objetivo: esta revisión de la literatura, busca describir la evidencia que existe actualmente sobre la historia de la psiquiatría laboral, sus posibles aplicaciones, la epidemiología y perfil sociodemografico de los trabajadores afectados por enfermedades mentales, estrategias de prevención, estrés laboral, riesgos psicosociales, calificación y la utilidad de la psiquiatría en el accidente laboral. Métodos: Se realizó una búsqueda sistemática de la literatura en PUBMED de los siguientes términos MESH: PSYCHIATRY y WORKPLACE, mediante el conector [AND], limitándose los artículos por idioma (ingles y español). Posteriormente se realizo una búsqueda secundaria de las bibliografías citadas. Conclusiones: Los cambios de las condiciones laborales y del mundo, en general implican una serie de modificaciones en la concepción y aplicación de la psiquiatría, generando unas opciones importantes en la prevención y tratamiento de las enfermedades exacerbadas o causadas por el trabajo.",medicina
TR-02875,"Introducción. La leishmaniasis cutánea (LC) representa un problema de salud pública. Los miembros de la policía colombiana están en riesgo de contraer la enfermedad y requieren tratamiento en centros especializados. Objetivo: Identificar los factores asociados con la ausencia de respuesta al tratamiento de primera línea en policías colombianos diagnosticados con LC entre los años 2012 y 2015. Metodología: Estudio de casos y controles con fuentes secundarias de información. Resultados: Se estudiaron 57 casos y 114 controles. El 99,4% de los sujetos era masculino, la mediana de edad fue 24 años (Rango: 19-77). Los sujetos procedían principalmente del departamento de Nariño (24,6%) (p<0,05). La mediana entre el inicio de los síntomas y la fecha de la consulta fue de 31 días (Rango: 0-212). Las lesiones estaban localizadas con mayor frecuencia en los miembros superiores (60,8%); no se encontró asociación ente la localización de las lesiones y el desenlace. Los sujetos recibieron entre uno y cuatro ciclos de tratamiento; el 95,3% recibió Glucantime como tratamiento de primera línea. Conclusiones: Proceder del departamento de Nariño se asoció significativamente con la ausencia de respuesta al tratamiento de primera línea para LC (p<0,05). No se obtuvieron datos confiables acerca de la especie infectante, la dosis de los medicamentos ni el tamaño o el número de lesiones. Se debe mejorar la calidad de los registros clínicos de los pacientes con LC. Se sugiere modificar la ficha epidemiológica del SIVIGILA para incluir factores que, según la evidencia, se encuentran asociados con la ausencia de respuesta al tratamiento.",medicina
TR-02876,"La hemoglobina es la proteína sanguínea responsable del transporte de oxígeno. Diferentes problemas surgen al utilizarla directamente como hemosustituto : toxicidad del estroma celular; altas presiones osmóticas; dimerización del tetrámero en circulación, que causa falla renal y muy corta vida media en circulación; una alta afinidad por el óxido nítrico (NO), que causa vasoconstricción, y una excesiva afinidad por el oxígeno, debido a la falta del cofactor 2,3 DPG. Para solucionar estos problemas se propone, en primer lugar, utilizar hemoglobina bovina purificada, que al no contener estroma, no es tóxica y en ausencia del cofactor 2,3 DPG transporta y libera oxígeno en cantidades comparables a la hemoglobina humana, aparte de que es una fuente económica e ilimitada. El proceso de purificación de hemoglobina para producir hemoglobina Evento bovina libre de estroma (bSF-Hb) se hace pormedio de una lisis celular para extraer la hemoglobina del glóbulo rojo, seguida por una extracción de fase orgánica con tolueno para separar la proteínas hidrofílicas (hemoglobina) de las hidrofóbicas (estroma celular). Este proceso presenta una eficiencia entre el 58% y el 75%",medicina
TR-02877,"El presente trabajo pretende explicar el alcance y las limitaciones que los mecanismos de control fronterizo han sorteado en la frontera terrestre entre Colombia y Ecuador, los cuales se han visto en tela de juicio por el problema del terrorismo y la permeabilidad de la linea divisoria.",gobierno
TR-02878,"En el actual mundo cambiante, la forma de pensar y la cultura de las personas se transforman a gran velocidad. Dentro de estos cambios se incluye la cultura alimenticia de las personas, pues hoy en día se observa un creciente porcentaje de personas que se preocupan por tener una alimentación balanceada y muchos buscan mantener este equilibrio en productos que brinden la mayor cantidad de nutrientes para mantenerse bien física y saludablemente. Mediante ésta investigación se busca explorar las posibilidades de producción y exportación de la quinua con el fin de promocionar y fomentar el cuidado de la salud. Se busca producir quinua y transformarla en producto terminado en forma de barra de cereal, logrando reunir los requerimientos nutricionales que los consumidores buscan hoy en día y aprovechando al máximo las condiciones climáticas que tiene un país como Colombia que hace parte de la región Andina, terreno originario de la quinua.",administracion_empresas
TR-02879,"La investigación propuesta pretende aportar al conocimiento y entendimiento de la figura de la pérdida de investidura a propósito, precisamente, de la novedosa visión propuesta por el ordenamiento jurídico y la jurisprudencia, determinada, principalmente, por la aplicación del principio de culpabilidad, que es el objeto central de este estudio. A pesar que el ordenamiento jurídico estableció que la figura implica un juicio de responsabilidad subjetiva y por ello debe evaluarse si se actuó con dolo o culpa grave, resulta paradójico que guardó silencio frente al alcance de los precitados conceptos, lo cual ha dado lugar a distintas interpretaciones de los jueces a cargo de la decisión de este tipo de procesos, vacío que este trabajo tiene la intención de empezar a llenar. La hipótesis que pretendemos defender es que la culpabilidad que debe aplicarse en la figura de la pérdida de investidura debe tener como base teórica el derecho civil, común y supletorio como regla general.",derecho
TR-02880,"Se estima que en el mundo más de mil millones de personas viven con alguna forma de discapacidad. Dentro de este grupo se encuentran aquellas personas que han sufrido amputación de alguna o ambas extremidades superiores. Una forma de suplir la necesidad creada por esta discapacidad son las prótesis de mano. La función de estos dispositivos médicos es reemplazar la parte del cuerpo faltante, lo cual devuelve a la persona parte de la funcionalidad de su cuerpo y además brinda una percepción de totalidad al recobrar movilidad y aspecto. Las mayoría de las prótesis existentes en el mercado son dispositivos rígidos lo cual dificulta la eficiencia y la capacidad de interactuar con el entorno de manera segura. Es por ello que una opción para mejorar las prótesis es la tecnología Soft-Robotics, o robótica blanda, ya que permite imitar el movimiento de una mano humana y brinda una interacción más segura con el entorno en el que se esta desenvolviendo la persona. El presente trabajo de grado tiene como objetivo realizar una adaptación de la prótesis de mano basada en Soft-Robotics PrExhand para que pueda ser evaluada en pruebas funcionales por usuarios no patológicos. En estas pruebas se busca determinar la funcionalidad de la prótesis y las mejoras que en un futuro se deberían realizar. Para poder cumplir con dicho objetivo, en primera instancia se realizó una revisión literaria con el fin de obtener información de sistemas de control de prótesis de mano y además los tipos de pruebas funcionales que se pueden hacer a estos dispositivos. Una vez se obtuvo esa información se adaptó un sistema de control para la prótesis haciendo uso de electromiografía (EMG), con el fin de dar al usuario una mayor autonomía. Además de esta adecuación se realizó un recubrimiento en los dedos de la prótesis con silicona con el fin de mejorar el sistema de agarre y además que tuviera una apariencia más cercana a la mano humana. Para llevar a cabo este trabajo de grado se crearon dos protocolos, uno con el fin de seleccionar a los usuarios no patológicos para realizar las pruebas funcionales y otro en el que se planteó la prueba funcional que debía realizar cada usuario, obteniendo como resultado, datos cuantitativos que permiten realizar la comparación de la prótesis de mano PrExHand frente a otras prótesis en investigación y con algunas que están en el mercado y cuyas características se asemejan. Los resultados obtenidos, muestran que la prótesis de mano PrExHand tuvo un desempeño aceptable a la hora de realizar la prueba funcional con un grupo control de 4 usuarios no patológicos, siendo el resultado 2,94 en la escala de la prueba AM-ULA (Activities Measure for Upper Limb Amputees).Las tareas realizadas presentaron variaciones en un rango de 0,70% hasta 77,96 %. La investigación arroja que PrExHand tiene un porcentaje de diferencia menor en un 17,60% en comparación con un grupo control que hizo uso de la prótesis SoftHand Pro. A raíz de estos resultados se concluyó que la prótesis de mano tiene un desempeño adecuado realizando actividades de la vida cotidiana. Sin embargo, esta requiere mejoras tanto en el sistema de control mioeléctrico, con el fin de que sea más sensible ante las señales de EMG del usuario y también una mejora en el cierre de los dedos de la prótesis.",medicina
TR-02881,El símbolo su aprovechamiento como recurso innovador en el ejercicio del gobierno su manejo para la construcción comunicativa de nuevos discursos políticos y su incidencia para la formación y construcción de una imagen común o como proyecto de ciudad,gobierno
TR-02882,"Objetivo: Determinar el riesgo cardiovascular de los trabajadores de una empresa de hidrocarburos (E.H) mediante la aplicación de la escala Framingham REGICOR durante el año 2014. Métodos: Se realizó un estudio descriptivo tipo corte transversal a partir de los registros de 700 trabajadores de una empresa de hidrocarburos que tenían una historia clínica laboral con información completa. Resultados: La edad promedio fue de 33,6 años (σ 9,1). Se encontró una prevalencia de HTA (1,4%), tabaquismo (5,7%), hábito de tomar licor (66,4%) y exceso de peso (61,6%). La prevalencia de hipertensión arterial y tabaquismo fue de 1.71% y 5.7% respectivamente, de hipercolesterolemia el 39,00%, de hipertrigliceridemia del 30,14% y el 20,00% de los trabajadores son obesos. El 3,00% (21) de los trabajadores fueron clasificados como de riesgo moderado de sufrir un evento isquémico o hemorrágico en un periodo de 10 años. A pesar que ningún trabajador fue clasificado como riesgo alto, se recomienda se realicen actividades tendientes a que a los trabajadores generen conciencia sobre los riesgos de desarrollar un evento cardiovascular si no se modifican los estilos de vida.",medicina
TR-02883,"Los resultados de la inserción económica de migrantes recientes y de desplazados forzados en el mercado laboral de las 10 principales ciudades de Colombia se analizan utilizando datos de la Encuesta Continua de Hogares. Adaptamos el marco teórico de selección del migrante internacional de Borjas (1982, 1985, 1987, 1990) al caso de la migración interna voluntaria e involuntaria y mediante estimaciones de modelos Logit de acceso al empleo y de ecuaciones mincerianas, ilustramos el proceso de selección positiva de los migrantes recientes y sustentamos empíricamente los resultados teóricos esperados de la inserción laboral del desplazado forzado al mercado laboral urbano, encontrando que exhibe menor probabilidad de acceso al empleo que el migrante económico y que el nativo, y padece un diferencial salarial explicado en gran parte por su condición de migrante forzado, lo cual ofrece sustento al efecto teórico esperado de una decisión exógena de migrar sugerido por Borjas (1987).",economia
TR-02884,"Este trabajo explora cómo los flujos migratorios entre regiones menos y más desarrolladas afectan las trayectorias futuras de los tres determinantes de la concentración de CO2 en la atmósfera: tamaño poblacional, consumo per cápita, e intensidad del producto en emisiones de carbono. La migración puede reducir el tamaño futuro de la población humana a través de las decisiones de fertilidad de los migrantes, pero también puede incrementar el nivel de consumo per cápita de quienes migran. Este artículo implementa un modelo de generaciones traslapadas para cuantificar el impacto de los flujos migratorios en el futuro de la reducción de pobreza, decisiones de fertilidad, y calentamiento global. Encontramos que la migración reduce la pobalción total en el largo plazo e incrementa el consumo per cápita en el corto plazo. Por lo tanto, el efecto neto de la migración en la concentración de CO2 depende de la futura decarbonización de los procesos productivos, especialmente en el Norte Global.",economia
TR-02885,"El petróleo, materia prima indispensable para los carros, aviones y fábricas, es una fuente de riqueza para aquellos que producen más de lo que consumen y un asunto de seguridad nacional para los que consumen más de lo que producen. Colombia, a pesar de ser un país productor y exportador de petróleo, cuenta con unos recursos limitados si se comparan con las grandes reservas mundiales. Sin embargo, la importancia que tienen para las finanzas de la Nación los ingresos provenientes de la renta petrolera es innegable. Sin lugar a dudas, el sector que mejor refleja dicha importancia económica del petróleo para el país, es el comercio exterior. Ante una situación de dependencia económica de la renta del petróleo, se hace más que necesario realizar una evaluación a la gestión de los últimos tres gobiernos en el sector de hidrocarburos, con el ánimo de determinar si existe una política petrolera que le garantice al Estado su capacidad de auto-abastecimiento en el corto y mediano plazo, y evite consigo los problemas económicos propios de una balanza comercial de pagos negativa. Para efectos del presente análisis, se parte de la hipótesis qué el marco legal en el cual se desarrolla la política petrolera en el país tiende a favorecer a las empresas multinacionales en detrimento de los ingresos de la Nación, lo que pone en entredicho la capacidad del Estado de garantizar, a través de ECOPETROL, la autosuficiencia de hidrocarburos en los próximos años.",gobierno
